Fish ID,Magement Region,mgmt_lat,Sampling Port,State,Season,Sample Month,Full Sample Date ,Depth m,Lat,Long,Relief,Weight g,FL cm,TL cm,SL cm,Height cm,Sex,Maturity,Fulton's K,GSI (g),HSI (g),Gut Weight (g),Gut Content Weight (g),Weight,d15N,d13C,%N,%C,C:N
HLS_0802,Monterey,36,Moss Landing,Central California,Fall,October,10/5/17,39.624,36.28921,-121.90591,2,860,35.7,37.5,30.2,10.8,M,MAT,1.630814815,0.325581395,1.23255814,8.2,0.4,0.536,15.8,-18,14.1,46.6,3.3
HLS_0820,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,35.6616,37.72534,-123.04668,3,700,34,35.5,29,10.5,F,IMM,1.564634784,0.185714286,2.714285714,9.7,3.6,0.612,14.8,-17,13.9,50.5,3.6
HLS_0821,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,35.6616,37.72534,-123.04668,3,830,34,35.4,29.5,10.6,M,MAT,1.870976386,0.048192771,3.843373494,10.7,5.2,0.509,14.2,-16.6,13.9,47.3,3.4
HLS_0823,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,35.6616,37.72534,-123.04668,3,1130,40.3,42,34.1,11.9,M,MAT,1.52521326,0.132743363,0.769911504,21.2,11.6,0.504,14.6,-16.9,14.3,47.7,3.3
HLS_0825,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,41.4528,37.7262,-123.04597,3,740,34.4,35.1,28.5,10.4,M,IMM,1.711237821,0.013513514,2.648648649,12.4,6.8,0.59,15,-16.1,14.3,46.8,3.3
HLS_0827,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,35.6616,37.72534,-123.04668,3,470,28,29.7,24.8,8.9,M,IMM,1.79402508,0.021276596,2.404255319,3.5,0,0.526,14.3,-16.5,13.9,46.7,3.4
HLS_0829,Monterey,36,Half Moon Bay,Central California,Winter,December,12/5/17,41.4528,37.7262,-123.04597,3,690,32.3,33.5,27.1,10,M,IMM,1.835332139,0.028985507,3,9.9,4.3,0.594,14.3,-16.7,13.9,48.3,3.5
HLS_0832,Monterey,36,Moss Landing,Central California,Fall,October,10/6/17,78.3336,36.54937,-121.98497,2,1500,43.9,45.4,37,13.3,F,MAT,1.602963747,2.42,3.206666667,17.4,3.3,0.676,15.4,-17,14.2,48.3,3.4
HLS_0843,Monterey,36,Moss Landing,Central California,Fall,October,10/6/17,87.4776,36.694,-121.93871,2,1020,39.9,41,33.7,11.4,F,MAT,1.479955311,0.960784314,2.235294118,32.4,23.4,0.534,15.1,-17.6,14.1,46.3,3.3
HLS_0844,Monterey,36,Moss Landing,Central California,Fall,October,10/6/17,88.392,36.54064,-121.95596,2,840,36.1,37.7,30.9,10.8,M,MAT,1.567672122,0.238095238,1.535714286,8,0.5,0.536,15.4,-17.6,13.9,48,3.5
HLS_0854,Monterey,36,Moss Landing,Central California,Fall,October,10/3/17,42.672,36.64479,-121.92181,3,860,36.9,38.3,31,10.4,F,IMM,1.530742462,0.220930233,0.025581395,16.4,4.6,0.667,15.9,-17.9,13.2,48.2,3.7
HLS_0855,Monterey,36,Half Moon Bay,Central California,Winter,January,1/11/18,63.3984,37.33845,-122.55756,0,,37.6,39.7,32.1,10.3,F,IMM,,,,8.1,0,0.67,15.2,-16.5,14.1,44.6,3.2
HLS_0856,Monterey,36,Half Moon Bay,Central California,Winter,January,1/11/18,48.1584,37.30043,-122.48594,3,,28.3,29.9,23.9,8,M,IMM,,,,5.1,0.1,0.62,15.4,-16.7,14,44.9,3.2
HLS_0857,Monterey,36,Half Moon Bay,Central California,Winter,January,1/11/18,65.2272,37.34015,-123.55775,3,,30.9,32.8,25.4,8.9,F,IMM,,,,5.3,0,0.656,14.9,-16.5,14.4,46.5,3.2
HLS_0860,Monterey,36,Half Moon Bay,Central California,Winter,January,1/11/18,71.0184,37.38936,-123.64806,0,620,36.5,38.9,31.6,9.9,F,IMM,1.053277691,0.258064516,1.258064516,8.5,0.2,0.687,15.4,-16.4,14,45.2,3.2
HLS_0864,Monterey,36,Bodega Bay,Northern California,Winter,January,1/22/18,128.016,38.063,-123.39538,1,930,42.2,44.6,36.6,12.2,F,MAT,1.048282588,0,0.376344086,13.2,0.3,0.568,15.5,-17.7,13.7,47.7,3.5
HLS_0871,Monterey,36,Bodega Bay,Northern California,Winter,January,1/22/18,129.8448,38.063,-123.39249,1,720,35.4,36.7,30.6,10.2,M,IMM,1.45657987,0.041666667,1.333333333,5.6,0.4,0.59,14.4,-17.2,16.4,54.9,3.3
HLS_0872,Monterey,36,Bodega Bay,Northern California,Winter,January,1/22/18,129.8448,38.063,-123.39249,1,1310,41.5,43.8,35.3,12.9,F,MAT,1.559010227,0.198473282,1.854961832,10.8,1.4,0.676,14.6,-18.6,12.4,49.1,4
HLS_0874,Monterey,36,Bodega Bay,Northern California,Winter,January,1/22/18,129.8448,38.063,-123.39249,1,1620,45.5,47.9,38.9,12.8,F,MAT,1.474037303,0.240740741,1.660493827,16.8,4.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0885,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,118.872,38.04181,-123.36535,2,1380,40.9,43,34.7,11.5,M,IMM,1.735696228,0.086956522,1.550724638,11.1,1.4,0.561,15,-17.5,14,44.1,3.2
HLS_0887,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,118.872,38.04181,-123.36535,2,690,34.1,36.2,28.9,9.8,F,IMM,1.454532331,0.188405797,1.246376812,6.3,1.6,0.636,14.6,-17.6,14.2,44.7,3.1
HLS_0902,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,122.5296,38.04285,-123.3659,2,1080,38.4,40.6,32.5,12,F,IMM,1.613784927,0.194444444,0.777777778,8.6,0.8,0.593,15.4,-16.2,14.3,47,3.3
HLS_0903,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,124.3584,38.043,-123.365581,2,1140,39.2,41,33.2,12.1,M,IMM,1.654067701,0.043859649,1.50877193,8.4,1.2,0.529,14.8,-17.2,13.9,44.8,3.2
HLS_0904,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,124.3584,38.043,-123.365581,2,980,37.3,39.5,31.7,11,F,IMM,1.5901379,0.183673469,1.244897959,6.7,0.8,0.679,14.7,-17.1,14.5,46.5,3.2
HLS_0906,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,126.1872,38.04753,-123.3656,2,1940,47.3,49.9,40.3,14.5,F,MAT,1.561349373,0.257731959,2.74742268,14.4,2.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0908,Monterey,36,Bodega Bay,Northern California,Winter,January,1/23/18,126.1872,38.04448,-123.36919,2,1390,41,44.1,35.3,12.2,F,MAT,1.620686565,0.244604317,2.122302158,9.8,0.8,0.593,15.2,-17.5,14.3,46.6,3.3
HLS_0910,Monterey,36,Moss Landing,Central California,Fall,October,10/3/17,51.816,36.64739,-121.92174,3,760,33.4,35.2,27.9,10.5,M,IMM,1.742551418,0.065789474,1.934210526,10.9,2.1,0.591,15.9,-17.1,14.2,45.1,3.2
HLS_0911,Monterey,36,Moss Landing,Central California,Fall,October,10/3/17,84.7344,36.76669,-121.87255,2,1750,45.7,48.3,38.1,14.5,F,MAT,1.553090118,0.777142857,1.742857143,16.1,1.7,0.501,15.9,-17.5,13.5,46.2,3.4
HLS_0912,Monterey,36,Moss Landing,Central California,Fall,October,10/3/17,84.7344,36.7669,-121.87293,2,1780,45,47.4,38.3,13.7,F,MAT,1.671417624,0.853932584,2,16.4,1.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0916,Monterey,36,Moss Landing,Central California,Fall,October,10/3/17,64.008,36.652,-121.93528,2,740,39,41.3,33.1,12,F,MAT,1.050464946,0.378378378,1.256756757,17.6,8.2,0.626,15.6,-17.1,14.1,45.2,3.2
HLS_0927,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,63.7032,37.74569,-123.07897,3,510,30.5,32.5,25.7,9,M,IMM,1.485662267,0.098039216,1.176470588,11.9,6.5,0.629,14.4,-16.9,14.2,45.6,3.2
HLS_0929,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,70.104,37.74169,-123.08271,3,310,34.5,37.2,29.5,10.5,M,IMM,0.602189078,0.096774194,2.741935484,8,1.4,0.518,15.5,-17.4,13.9,44.6,3.2
HLS_0930,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,46.9392,37.74468,-123.08125,3,880,37.5,39.5,31.1,12,M,IMM,1.42787893,0.022727273,0.988636364,9.9,1.5,0.67,15.2,-16.5,14.2,46.1,3.2
HLS_0932,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,46.9392,37.74468,-123.08125,3,660,32.2,34.5,27.1,10.3,M,IMM,1.607261902,0.015151515,1.03030303,6.9,0,0.565,14.9,-17,14,45.4,3.2
HLS_0937,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,46.9392,37.74468,-123.08125,3,690,33,35.1,27.1,9.9,F,IMM,1.595613644,0.101449275,0.811594203,47.1,40.7,0.516,15.1,-17.1,13.9,45.6,3.3
HLS_0939,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,70.104,37.74169,-123.08271,3,440,29.1,30,24.5,0.5,M,IMM,1.62962963,0.045454545,0.659090909,6.9,0.6,0.533,14.8,-17,14.2,45.9,3.2
HLS_0943,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,70.104,37.74169,-123.08271,3,850,35.9,38.2,31.3,11.1,M,MAT,1.524856014,0.058823529,0.811764706,9,0.2,0.601,15.3,-16.4,14.4,46.2,3.2
HLS_0946,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,63.7032,37.74569,-123.07897,3,470,27.7,29.5,23.5,9,M,IMM,1.830761665,0.021276596,1.021276596,28.7,22.9,0.528,14.5,-17.1,14,45.5,3.3
HLS_0948,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,46.9392,37.74468,-123.08125,3,820,35.5,37.7,30.2,11.6,M,MAT,1.530346596,0.06097561,1.073170732,11.2,4.1,0.631,14.6,-16.4,14.2,46,3.2
HLS_0950,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,70.104,37.74169,-123.08271,3,320,26.2,28,22.1,9.4,F,IMM,1.457725948,0.03125,0.625,7.5,3.6,0.667,14.7,-16.9,13.7,45.4,3.3
HLS_0951,Monterey,36,Half Moon Bay,Central California,Spring,April ,4/25/18,46.9392,37.74468,-123.08125,3,310,27.6,29.1,23,8.4,F,IMM,1.258006042,0.129032258,1,6.8,2.7,0.665,15,-16.7,14,46.1,3.3
HLS_1435,Monterey,36,Moss Landing,Central California,Fall,October,10/25/18,25.69464,36.724725,-121.830802,2,210,22.4,23.2,19,7.2,M,IMM,1.681726393,0.047619048,1.238095238,3.1,0.1,0.564,15.2,-16.9,13.5,45.7,3.4
HLS_1531,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,57.6072,38.05295,-123.04274,2,140.8,22,21,17.8,6,F,IMM,1.520354173,0.035511364,0.852272727,1.2,0,0.648,14.4,-16.2,14.6,47.1,3.2
HLS_1533,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,50.292,38.22815,-123.02673,2,476.1,30.3,31.7,25.6,9.5,F,IMM,1.494584228,0.126023945,1.197227473,28.4,0,0.593,14.7,-16,14.2,45.6,3.2
HLS_1538,Monterey,36,Bodega Bay,Northern California,Spring,April,4/3/19,48.768,38.51679,-123.27923,3,224.7,23.7,25,20.4,7.8,M,IMM,1.43808,0.022251891,1.201602136,2.7,0,0.606,14.6,-16.6,14,44.6,3.2
HLS_1548,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,57.6072,38.05295,-123.04274,2,127.3,19.7,20.6,16.6,6.1,F,IMM,1.456219165,0.039277298,0.942655145,1.6,0,0.622,14.2,-16.3,14.4,45.6,3.2
HLS_1549,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,50.292,38.23052,-123.02629,2,119.2,19.4,20.3,16.6,5.7,M,IMM,1.424912321,0.041946309,1.006711409,1.4,0,0.593,13.8,-16.3,14.4,45.8,3.2
HLS_1550,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,56.0832,38.05346,-123.04283,2,149.2,20.7,21.8,17.6,6.3,M,IMM,1.44012219,0.033512064,0.804289544,1.55,0,0.52,14.8,-16,14,44.4,3.2
HLS_1559,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,48.768,38.05468,-123.04437,2,786,36.4,38.3,30.6,11.1,M,IMM,1.399027413,0.038167939,0.852417303,7.9,0,0.62,14.9,-16.3,14.2,45.5,3.2
HLS_1569,Monterey,36,Bodega Bay,Northern California,Spring,April,4/4/19,56.0832,38.05232,-123.04295,3,811.6,36.8,38.4,31.4,11.2,F,IMM,1.433337176,0.172498768,0.850172499,21.6,0,0.528,14.7,-16.4,13.6,46.4,3.4
HLS_0021,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/2/17,100.584,48.25269,-125.36886,1,2220,51.5,52.3,44,14.5,F,MAT,1.551843451,0.828828829,1.576576577,35.1,3.2,0.63,15.6,-17,14.1,45.6,3.2
HLS_0024,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/2/17,100.2792,48.25328,-125.36841,1,2450,52.4,54.9,45.7,17.6,F,MAT,1.480638545,1.175510204,1.175510204,130.8,92.8,0.674,15.1,-17,14.2,45,3.2
HLS_0025,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/2/17,100.2792,48.25328,-125.36841,1,2390,51,52.8,43.8,15.4,F,MAT,1.623663894,0.640167364,1.259414226,27.7,0,0.698,15.9,-16.8,14.1,45.2,3.2
HLS_0055,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/3/17,121.0056,48.08333333,-125.5794444,1,1530,44.3,46.3,37.2,13.9,F,IMM,1.541517494,0.294117647,1.352941176,17.3,2.4,0.55,15.6,-16.6,14.1,44.3,3.1
HLS_0070,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,40.8432,48.39489,-124.72785,2,490,31,32.2,26.6,10.1,M,IMM,1.467670162,0.224489796,1,5.6,0.9,0.634,14.7,-16.8,14.1,44.5,3.1
HLS_0090,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,45.72,48.33183,-124.731,1,470,29.2,31,24.8,9.5,M,IMM,1.577657682,0.106382979,0.617021277,3.7,0.3,0.523,15,-16.4,13.8,43.5,3.1
HLS_0091,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,45.72,48.33183,-124.731,1,200,24.4,25,20.5,7.5,M,IMM,1.28,0.2,1.05,2.6,0.3,0.623,14.7,-16.4,14.3,45.3,3.2
HLS_0092,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,45.72,48.33088,-124.73354,1,200,23.3,24.5,19.6,7.5,M,IMM,1.35997756,0.3,1.3,2.8,0.1,0.669,14.5,-16.3,14,44.6,3.2
HLS_0093,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,45.1104,48.33056,-124.73329,1,200,24,25.4,20.5,7.4,M,IMM,1.220474882,0.2,1.05,2.4,0.6,0.647,14.6,-16.4,14,44.1,3.2
HLS_0095,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/4/17,43.2816,48.377,-124.73413,2,30,15.8,16.2,13.6,4.7,UNK,IMM,0.705628659,1.333333333,3,0.9,0.3,0.625,14.6,-16.8,13.8,43.8,3.2
HLS_0100,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/5/17,102.108,48.25372,-125.36751,1,1980,47.1,50.3,40.6,13.9,M,MAT,1.555826753,1.196969697,1.090909091,21.9,1,0.606,15.5,-16.7,14.1,44.9,3.2
HLS_0102,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/5/17,102.108,48.2548,-125.36773,1,0,50.2,53.3,43.7,14.8,M,MAT,,,,25.4,0.9,0.567,15,-17,14,45.9,3.3
HLS_0954,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/30/18,99.06,48.25433,-125.36811,1,1490,45.7,48.5,38.4,13.3,F,MAT,1.306053756,0.315436242,1.295302013,16.4,1.8,0.622,15.8,-16.5,13.8,44.7,3.2
HLS_0956,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/30/18,101.1936,48.253,-125.36201,1,0,48.4,51.5,42,13.6,M,MAT,,,,44.7,25,0.58,14.8,-17,13.6,44.7,3.3
HLS_0957,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/30/18,99.9744,48.25429,-125.36756,1,2610,56.8,60.7,49,16.4,F,MAT,1.167009615,0.896551724,1.91954023,47.2,7.3,0.549,15.2,-17,13.8,44.8,3.2
HLS_0958,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/30/18,99.9744,48.25429,-125.36756,1,2010,51.5,54.4,42.4,14.8,M,MAT,1.248531081,1.437810945,1.402985075,23.9,4.3,0.576,15.1,-16.8,13.9,44.6,3.2
HLS_0961,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,115.824,48.12283,-125.42239,1,1420,43.6,46.2,36.6,12.4,M,MAT,1.439999753,0.950704225,1.661971831,22.4,7.8,0.517,14.9,-17.4,13.8,44.1,3.2
HLS_0963,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,116.1288,48.12247,-125.42304,1,1830,49.2,52.5,42,15.5,M,MAT,1.264658244,0.56284153,0.972677596,21.5,0.3,0.516,15.3,-17.2,14.1,44.8,3.2
HLS_0964,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,115.824,48.12283,-125.42239,1,1970,49.3,52.6,41.4,15.6,F,MAT,1.353658123,0.532994924,1.208121827,23,0.9,0.572,15.8,-17.2,13.5,46.2,3.4
HLS_0965,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,127.7112,48.08117,-125.39005,1,2620,55.4,59.3,47.5,16.1,F,MAT,1.256426857,0.877862595,1.320610687,31.4,1.3,0.616,15.4,-17.1,13.9,45.1,3.2
HLS_0966,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,116.1288,48.12221,-125.41977,1,1140,41.3,43.5,35.1,12.6,M,IMM,1.384959522,0.131578947,1.149122807,13.6,0.3,0.5,15.6,-16.6,13.7,44.7,3.3
HLS_0967,Vancouver,47.3,Neah Bay,Washington,Spring,May,5/31/18,119.7864,48.12284,-125.42115,1,2950,57.2,61.5,49.3,16.5,F,MAT,1.268226047,1.088135593,1.393220339,42.2,5.9,0.672,14.9,-17.2,14,45.8,3.3
HLS_0969,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.576,48.39443,-124.72803,2,810,35.9,38.1,30.4,11.3,F,IMM,1.464569858,0.345679012,0.987654321,13.7,6.1,0.541,15.1,-17,14.2,46.1,3.2
HLS_0971,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.576,48.39424,-124.72787,2,250,24.3,25.5,20.4,8.2,F,IMM,1.507715735,0.12,1.24,2.7,0.2,0.509,14.7,-17.1,13.7,43.9,3.2
HLS_0972,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.576,48.39444,-124.72832,2,700,34.3,36.1,28.9,10.5,M,IMM,1.487909218,0.042857143,1.285714286,7.7,0,0.595,15,-16.6,14.1,44.9,3.2
HLS_0974,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.576,48.39443,-124.72803,2,370,29.3,28.7,23,9.3,M,IMM,1.565150246,0.027027027,1.324324324,4.9,0.3,0.614,15,-16.7,14,45.5,3.2
HLS_0975,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.576,48.39424,-124.72787,2,890,45.9,37.4,30.2,11.3,F,IMM,1.701277663,0.168539326,1.247191011,10.2,2.3,0.609,15.1,-16.3,14.2,44.9,3.2
HLS_0976,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,54.2544,48.37772,-124.76102,2,690,34.7,36.4,29,10.6,F,IMM,1.430688017,0.188405797,1.043478261,7.5,1.9,0.553,14.6,-16.6,14.1,44.7,3.2
HLS_0978,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,36.8808,48.39387,-124.72703,2,790,35.9,36.2,25.9,11.1,M,IMM,1.665334118,0.012658228,0.518987342,3.1,0,0.582,14.9,-16.8,13.9,44.7,3.2
HLS_0981,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,35.9664,48.39565,-124.72919,1,870,35.6,37.5,30.3,10.7,M,IMM,1.649777778,0.045977011,1.091954023,11,3.1,0.542,15,-16.6,14.4,45.7,3.2
HLS_0983,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,54.2544,48.37772,-124.76102,2,450,29.6,31.2,25.2,9.6,M,IMM,1.481660598,0.044444444,1.177777778,6.5,1.1,0.587,15.2,-16.6,14,45.6,3.3
HLS_0988,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,20.1168,48.37749,-124.76216,2,530,31.1,32.6,26,9.4,M,IMM,1.529759185,0.094339623,1.018867925,9.2,4.8,0.689,14.7,-16.4,14.1,45.5,3.2
HLS_0990,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,20.1168,48.37749,-124.76216,2,520,31.1,32.5,26,9.6,M,IMM,1.514792899,0.038461538,1.519230769,7,0.9,0.598,14.9,-16.6,14,44.6,3.2
HLS_0992,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,32.004,48.37876,-124.7377,2,550,31,32.8,26.7,9.5,M,IMM,1.558623279,0.036363636,1.690909091,32.1,"25,7",0.584,14.2,-16.7,14,44.8,3.2
HLS_0994,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,20.1168,48.37749,-124.76216,2,580,31.9,33.5,26.6,9.6,F,IMM,1.542742957,0.24137931,1.310344828,5.3,0.2,0.561,14.5,-16.9,14.2,45.6,3.2
HLS_0996,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/1/18,20.1168,48.37749,-124.76216,2,750,33,34.7,27.4,10.5,F,IMM,1.795034661,0.133333333,1.44,9.9,4.4,0.685,14.3,-16.7,14.2,46.5,3.3
HLS_1002,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/2/18,132.8928,48.06079,-125.42606,1,2370,50,53,42.3,16.3,M,MAT,1.591918161,0.561181435,1.244725738,50.7,26.5,0.593,14.9,-17.4,13.5,46.2,3.4
HLS_1008,Vancouver,47.3,Neah Bay,Washington,Summer,June,6/2/18,132.2832,48.06068,-125.42403,1,2090,49,52.2,41.4,15.3,F,MAT,1.469382209,0.703349282,1.688995215,67.4,41.6,0.5,15,-17.3,13.9,44.6,3.2